gaussian_noise,shot_noise,motion_blur,zoom_blur,char,brightness,translate,rotate,tilt,scale
0.17329153716564177,0.1851201683282852,0.031974921375513075,0.04006269574165344,0.01694879848510027,0.0231556948274374,0.036050156503915784,0.05713688507676125,0.045977012068033216,0.06361546516418456
