gaussian_noise,shot_noise,impulse_noise,defocus_blur,motion_blur,zoom_blur,black_corner,char,brightness_up,brightness_down,contrast,elastic_transform,pixelate,jpeg_compression
0.3109624742268041,0.3006276288659794,0.31502350515463917,0.2493905154639175,0.25961814432989694,0.3154564948453608,0.22718185567010307,0.20761154639175258,0.18465731958762885,0.26584164948453604,0.3979142268041237,0.1913534020618557,0.21512329896907217,0.33839917525773194
