gaussian_noise,shot_noise,motion_blur,zoom_blur,char,brightness,translate,rotate,tilt,scale
0.3045558989048004,0.2891536056995392,0.010909090749919415,0.018934169411659242,0.02313479594886303,0.01862068921327591,0.023343783244490622,0.044430512189865115,0.03381400182843208,0.043908046931028365
