gaussian_noise,shot_noise,impulse_noise,defocus_blur,motion_blur,zoom_blur,black_corner,char,brightness_up,brightness_down,contrast,elastic_transform,pixelate,jpeg_compression
0.40316618556701034,0.37976907216494843,0.41424659793814433,0.26223587628865985,0.2529162886597938,0.35642556701030925,0.2864305154639175,0.21900288659793815,0.2397558762886598,0.32653938144329897,0.4829649484536082,0.21677113402061857,0.21391587628865977,0.29777072164948454
